rank,artist_name,lead_streams,featured_streams,tracks,1B+,100M+,10M+,1M+,last_update
528,All Time Low,2076356282,909165,209,0,2,46,158,08/31/21
529,PnB Rock,2067956562,1634089922,97,0,5,34,85,10/30/21
530,Rage Against The Machine,2062437666,444029,109,0,3,29,78,10/14/21
531,GIMS,2059425846,258300714,175,0,2,45,149,12/02/21
532,Brytiago,2051767485,1765174794,76,0,5,34,68,11/23/21
533,Sublime,2050727942,120272,219,0,5,26,115,11/18/21
534,"Earth, Wind & Fire",2049724576,74980903,419,0,3,19,64,09/01/21
535,Melendi,2046601132,115392561,214,0,2,51,192,12/10/21
536,Sfera Ebbasta,2045667781,1016851125,81,0,0,56,80,12/04/21
537,Prince,2044715069,3276165,825,0,4,29,166,12/09/21
538,Axwell /\ Ingrosso,2043412175,2161352,47,0,4,17,38,07/03/21
539,A Day To Remember,2034046038,0,133,0,3,53,124,08/30/21
540,C. Tangana,2031656575,141707779,77,0,5,42,75,12/06/21
541,TOTO,2027598148,2940202,394,1,3,10,75,06/20/21
542,Rels B,2026937993,16906675,91,0,2,54,88,05/26/21
543,Aretha Franklin,2018915458,12687287,925,0,4,27,131,12/11/21
544,Enya,2018831367,408810511,144,0,3,50,127,12/04/21
545,Sabaton,2017275638,990829,280,0,0,67,153,12/06/21
546,MGMT,2016545392,836172737,86,0,4,20,60,11/03/21
547,Rod Stewart,2013864010,433256540,673,0,4,36,206,12/11/21
548,Carrie Underwood,2009384292,340720729,157,0,3,36,111,12/09/21
549,Damso,1995305854,583863668,92,0,1,69,89,12/10/21
550,Don Diablo,1994189382,100923748,238,0,1,56,125,11/03/21
551,Dermot Kennedy,1989932199,0,65,0,4,34,55,09/05/21
552,Nelly Furtado,1986908116,240489616,211,0,6,13,56,12/10/21
553,The White Stripes,1982166424,0,172,0,3,18,108,09/11/21
554,Scorpions,1980827575,1628754,344,0,5,16,139,06/21/21
555,ODESZA,1980615898,114604652,157,0,2,48,124,09/04/21
556,Evanescence,1968152472,26126,109,0,3,26,90,11/15/21
557,Bibi und Tina,1951141273,22746305,3428,0,0,1,354,10/09/21
558,George Strait,1950225073,27378857,444,0,2,43,194,11/08/21
559,Mustard,1949734790,1671534288,74,0,4,17,53,09/03/21
560,Tainy,1946553010,1251603662,39,0,3,13,29,10/01/21
561,Pedro Capó,1944751418,125128429,69,0,3,11,41,07/25/21
562,Luciano,1942248023,346398056,148,0,0,57,118,12/03/21
563,Bryant Myers,1938711275,1857271122,97,0,4,44,87,11/14/21
564,Stray Kids,1937456639,22017978,114,0,3,64,107,12/11/21
565,El Alfa,1936293752,394695018,171,0,5,35,110,07/17/21
566,Marilyn Manson,1936197602,49558870,227,0,3,32,172,12/07/21
567,Van Halen,1935463127,23824,188,0,4,24,108,08/09/21
568,Sum 41,1931599937,5170717,127,0,5,30,96,12/11/21
569,WALK THE MOON,1928606850,99430411,89,1,3,24,51,09/23/21
570,Shaggy,1925456469,446282356,409,0,5,21,94,09/02/21
571,Astrid S,1916877794,119296192,101,0,4,35,78,12/04/21
572,gnash,1915854995,271054469,76,1,2,23,60,09/03/21
573,Joyner Lucas,1913515933,670249725,86,0,5,34,80,12/08/21
574,Colbie Caillat,1910650551,108101224,105,0,3,18,90,12/03/21
575,Nacho,1909861548,123482621,111,0,6,24,52,11/04/21
576,Hardwell,1904378051,239216545,412,0,0,45,157,09/04/21
577,Kontra K,1904257145,186214476,291,0,0,51,170,12/03/21
578,Ozzy Osbourne,1902349747,55625170,218,0,3,22,122,11/20/21
579,Jorja Smith,1901473395,403907364,71,0,4,38,62,11/24/21
580,RAYE,1883119037,530953195,84,0,4,23,52,12/03/21
581,Clairo,1880747172,622929412,25,0,7,25,25,11/26/21
582,Two Door Cinema Club,1875524020,1802459,135,0,4,29,88,10/01/21
583,Noriel,1873865176,1213780774,88,0,4,36,80,11/10/21
584,Carlos Rivera,1873483972,437377632,204,0,3,37,140,10/26/21
585,R. Kelly,1872424216,377914860,363,0,2,27,198,12/07/21
586,Sido,1859254960,473003167,362,0,2,41,176,12/03/21
587,Louis Tomlinson,1858729710,0,42,0,4,19,28,12/10/21
588,Mac DeMarco,1858140582,41504498,158,0,4,43,111,08/23/21
589,3 Doors Down,1855326422,587256,145,0,3,17,102,10/30/21
590,Desiigner,1852061331,520531469,51,1,2,14,40,11/21/21
591,David Bisbal,1848348106,345590731,246,0,3,30,122,12/04/21
592,Ella Mai,1846702210,279339801,37,0,5,32,36,10/15/21
593,Sara Bareilles,1846574683,74016418,187,0,5,22,108,11/05/21
594,Arizona Zervas,1842426067,16427395,30,1,2,14,30,11/22/21
595,De La Ghetto,1839686676,2016862956,146,0,4,34,88,09/11/21
596,Alan Jackson,1834172525,75453285,274,0,2,37,156,11/21/21
597,Jay Wheeler,1830809877,382959236,104,0,2,28,78,12/07/21
598,Dave,1829989579,100469085,58,0,4,39,58,10/18/21
599,Ali Gatie,1828589230,2004084,38,0,4,19,34,10/27/21
600,KISS,1827390409,0,436,0,4,18,138,11/24/21
601,Fergie,1824083843,176011407,78,0,6,10,45,10/15/21
602,Red Velvet,1822831586,11819764,118,0,5,25,103,12/11/21
603,José José,1819408635,110812739,448,0,1,46,164,09/29/21
604,Luan Santana,1819090452,226293277,197,0,3,36,151,12/04/21
605,Bethel Music,1817317476,0,285,0,0,43,240,09/30/21
606,Cali Y El Dandee,1807094119,165763977,60,0,5,28,52,02/19/21
607,TINI,1802563964,241360688,67,0,5,29,58,12/11/21
608,Rascal Flatts,1799864611,49788758,227,0,4,26,114,09/02/21
609,Jaden,1797223538,1309766537,110,0,2,37,94,11/14/21
610,Gotye,1788466941,4367557,56,0,2,9,25,02/07/21
611,Vampire Weekend,1788416615,0,74,0,2,45,67,11/17/21
612,M83,1782992339,14879546,238,0,2,20,111,11/26/21
613,The Clash,1777564972,0,236,0,3,22,92,11/07/21
614,Aloe Blacc,1775884212,229455652,208,0,4,21,64,11/21/21
615,Apache 207,1773193968,114759520,46,0,4,33,43,12/03/21
616,Marco Antonio Solís,1772036257,585715407,210,0,3,37,153,11/19/21
617,Ms. Lauryn Hill,1771091283,281629726,89,0,5,24,56,11/18/21
618,Rod Wave,1768977459,45376681,111,0,3,45,107,11/22/21
619,Pharrell Williams,1766465545,5770037882,109,0,2,21,59,12/09/21
620,Jessie Reyez,1766165665,459720608,61,0,3,25,54,11/03/21
621,OMI,1765777327,119271377,43,1,2,7,26,10/16/21
622,Willy William,1764613431,325335993,81,1,3,11,27,12/02/21
623,MØ,1761472850,3191790440,112,0,4,29,78,10/20/21
624,SEVENTEEN,1759770407,1630775,135,0,1,51,126,12/11/21
625,MC Kevinho,1759208143,252393656,59,0,3,31,49,06/21/21
626,Kacey Musgraves,1757620718,116575510,126,0,3,37,90,12/07/21
627,Natanael Cano,1755400283,168147358,116,0,3,38,107,12/02/21
628,The Smashing Pumpkins,1751426436,0,418,0,5,23,130,10/08/21
629,Stefflon Don,1747116518,301319490,76,0,6,20,59,11/21/21
630,Joey Bada$$,1738277747,649525855,111,0,3,44,90,11/15/21
631,Westlife,1736491477,21239,230,0,3,36,142,12/01/21
632,Goodboys,1733504326,3127165,38,0,3,7,15,07/13/21
633,Limp Bizkit,1729420743,2809309,114,0,5,21,93,02/22/21
634,Danna Paola,1728298147,50325592,103,0,5,29,66,12/11/21
635,Joel Corry,1727811323,14348295,134,0,5,10,47,11/07/21
636,Olly Murs,1726980106,27167789,142,0,4,23,102,12/06/21
637,DMX,1723678744,232812181,300,0,4,22,93,12/10/21
638,Joan Sebastian,1722021223,0,470,0,2,32,188,10/31/20
639,Annie Lennox,1720968638,7891814,322,0,3,20,78,10/08/21
640,Mike WiLL Made-It,1719563002,238152584,135,0,5,27,68,05/08/21
641,Sleeping At Last,1715283824,90559,275,0,3,37,162,07/30/21
642,Tom Odell,1712455024,41497248,125,0,3,23,72,11/18/21
643,Thirty Seconds To Mars,1711915432,45274414,83,0,4,32,74,09/16/21
644,The Kooks,1709760603,0,230,0,5,27,94,07/19/21
645,Lord Huron,1706099834,0,75,0,3,20,66,09/25/21
646,Leon Bridges,1705965071,180835227,70,0,3,35,68,11/05/21
647,Nekfeu,1704601377,435566360,95,0,0,64,88,12/02/21
648,Portugal. The Man,1704124466,40958424,170,0,1,25,86,02/22/21
649,Ha*Ash,1699634291,398723218,125,0,3,37,90,11/30/21
650,Lofi Fruits Music,1690425100,110241102,1087,0,0,15,448,09/06/21
651,El Fantasma,1689393864,43098880,183,0,2,47,136,08/18/21
652,Loud Luxury,1688216803,44501635,129,0,2,21,42,09/04/21
653,Snow Patrol,1686701694,88965,191,0,2,22,97,11/07/21
654,Trevor Daniel,1684760342,162409345,48,1,2,12,43,11/07/21
655,Santana,1682972727,3307046,614,0,4,24,127,11/23/21
656,Keane,1675260458,576623,194,0,2,23,104,11/01/21
657,Ciara,1675151924,427887839,154,0,4,23,86,12/04/21
658,Booba,1673099041,626994595,238,0,0,48,189,12/02/21
659,The Who,1671018602,0,852,0,6,14,91,12/11/21
660,Calle 13,1662465310,101517310,81,0,4,32,76,11/17/21
661,Michael Silverman,1660294072,202368,934,0,0,45,224,02/26/21
662,Charlie Brown Jr.,1658184473,35913063,278,0,1,31,172,12/02/21
663,Topic,1653586230,5769890,80,0,2,16,45,08/12/21
664,Queens of the Stone Age,1653412930,0,142,0,2,39,106,07/11/21
665,Owl City,1651691885,83245272,109,0,2,25,101,08/18/21
666,Wham!,1646661893,810835,36,0,2,9,28,12/03/21
667,Gerardo Ortiz,1642590276,411753848,233,0,1,36,170,02/12/21
668,Swedish House Mafia,1641850031,1825989,36,0,5,16,30,10/18/21
669,Bruno & Marrone,1641516050,214399361,412,0,1,36,193,12/04/21
670,Mötley Crüe,1641119261,0,226,0,4,22,87,12/05/21
671,Dierks Bentley,1641067921,151851446,149,0,4,24,85,09/02/21
672,Blueface,1637721785,526398289,92,0,4,26,71,11/28/21
673,Ben Howard,1637484586,463674,60,0,4,27,50,10/23/21
674,Thalia,1635443386,278072015,306,0,2,29,125,12/10/21
675,Gwen Stefani,1634211395,938851707,98,0,4,17,66,12/11/21
676,Moneybagg Yo,1634135129,860173671,252,0,0,40,181,10/22/21
677,Bill Withers,1631535919,68337863,118,0,4,10,62,11/27/21
678,Kelly Rowland,1628739740,661225693,173,0,4,17,68,01/22/21
679,Afrojack,1628200244,1395253007,305,0,2,32,121,05/02/21
680,CHVRCHES,1626727352,5161890,119,0,2,31,85,12/07/21
681,Niska,1626437153,549636654,109,0,1,44,106,12/02/21
682,Incubus,1624593194,0,229,0,3,28,128,09/02/21
683,Gryffin,1624514140,414715959,120,0,6,24,72,04/23/21
684,League of Legends,1623566460,881398845,452,0,3,24,97,12/11/21
685,ANAVITÓRIA,1621500808,220322625,72,0,3,38,68,12/09/21
686,MAX,1621199905,167174319,138,0,4,26,76,10/19/21
687,Elevation Worship,1620461758,12831641,240,0,1,34,169,10/01/21
688,Powfu,1617907608,107941893,66,1,1,12,62,09/03/21
689,Dilsinho,1617530876,334022009,145,0,3,31,121,12/04/21
690,Tee Grizzley,1617436989,139751443,129,0,3,24,109,05/12/21
691,Lil Dicky,1616460233,114899323,22,0,5,16,22,09/03/21
692,Chief Keef,1614052564,519905496,541,0,4,24,171,11/21/21
693,Yo Gotti,1612651009,1174641342,479,0,2,27,130,07/04/21
694,Los Tigres Del Norte,1612543190,141929772,629,0,0,34,233,09/06/21
695,The Jackson 5,1610908712,2179441,344,0,4,12,47,12/11/21
696,Gigi D'Agostino,1607853514,811917,423,1,2,7,29,07/02/21
697,La Oreja de Van Gogh,1604731207,56855566,182,0,2,35,161,10/26/21
698,Leona Lewis,1603796560,48326370,133,0,4,17,74,12/10/21
699,Cosculluela,1602713772,854087172,125,0,4,23,82,02/15/21
700,Aitana,1597886526,4622426,67,0,5,26,65,12/11/21
701,John Lennon,1593730862,5619348,351,0,3,20,81,12/09/21
702,Quinn XCII,1592676323,0,69,0,3,41,69,11/14/20
703,TKKG,1590067517,0,4763,0,0,0,28,01/02/21
704,Beret,1586857502,43424522,48,0,3,40,47,10/04/21
705,Kollegah,1584591974,94663622,551,0,0,39,289,10/14/21
706,Sting,1583487112,229100135,484,0,3,21,189,12/01/21
707,Frédéric Chopin,1580987576,1163362,9790,0,0,20,229,08/06/21
708,Denzel Curry,1580430466,432222853,117,0,2,40,90,12/10/21
709,Wale,1580208020,1154717634,238,0,3,33,130,01/05/21
710,Darell,1574554327,4304120013,126,0,4,29,87,11/17/21
711,Summer Cem,1573975905,304963253,196,0,2,35,118,12/03/21
712,Conor Maynard,1573210113,290548203,128,0,3,37,81,07/10/21
713,Daya,1567388316,1974448643,43,0,4,17,38,10/21/21
714,Zoé,1566169419,8309495,188,0,3,38,109,01/29/21
715,fun.,1563903413,179922,26,0,3,16,25,09/22/21
716,Miranda Lambert,1563479884,176097384,192,0,2,29,151,12/11/21
717,Yung Gravy,1560336653,9378234,72,0,3,29,69,11/21/21
718,Old Dominion,1558080029,2210265,74,0,6,25,51,09/03/21
719,Lady A,1553890200,123565129,220,0,2,24,120,09/03/21
720,Gente De Zona,1552539697,1252561307,111,0,3,20,76,09/23/21
721,Taio Cruz,1550632393,24092972,94,0,4,14,41,11/05/21
722,Martin Jensen,1550508031,248746085,68,0,3,19,41,01/11/21
723,Mon Laferte,1547162428,279279056,137,0,4,29,109,12/09/21
724,Nas,1546917718,652936327,302,0,2,32,163,01/06/21
725,Ezhel,1544625864,157982994,60,0,0,45,56,12/05/21
726,Die drei !!!,1543605722,23498439,2798,0,0,0,58,10/09/21
727,Guaynaa,1541206062,88976740,60,0,5,16,39,11/06/21
728,Stromae,1539741163,58219617,46,0,4,23,36,12/02/21
729,Roxette,1538768953,300748,408,0,3,18,89,12/01/21
730,Sufjan Stevens,1537720483,30503692,388,0,1,26,170,08/07/21
731,girl in red,1535740599,4086899,29,0,5,20,29,12/08/21
732,Casper Magico,1532557006,158823124,80,0,2,17,54,01/02/21
733,Gera MX,1529770887,367609370,160,0,1,42,136,12/11/21
734,Arcade Fire,1527258745,0,103,0,3,44,82,10/22/21
735,Saweetie,1526631959,368953306,64,0,4,23,52,12/08/21
736,Maria Becerra,1521365994,265490720,32,0,2,21,32,12/11/21
737,AJ Tracey,1519957902,127208628,98,0,4,28,83,10/27/21
738,Lee Brice,1514026248,12190065,94,0,6,14,65,09/03/21
739,Shania Twain,1512124431,183783908,166,0,4,22,94,12/04/21
740,Jack Ü,1509853886,912261,32,0,3,10,30,12/26/20
741,Felipe Araújo,1507060178,144991670,97,0,5,18,64,09/03/21
742,Los Temerarios,1506116154,112477,322,0,0,48,129,12/02/21
743,Wolfgang Amadeus Mozart,1499926731,4517918,12276,0,0,15,216,12/10/21
